timestamp,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,Corrected_Mag_x,Corrected_Mag_y,Corrected_Mag_z
1730865055019,39.328,-94.9479,-31.1932,3.1219,-8.3005,4.9067,0.6364,-1.6922,1.0003,0.37099463184621,-1.66773210010881,0.431388925160198
1730865055040,25.2342,-92.66,-14.6545,2.7063,-9.0585,4.887,0.5394,-1.8327,1.0209,0.27399463184621,-1.80823210010881,0.451988925160198
1730865055059,0.7177,-87.0375,0.8897,2.7399,-7.9712,4.8259,0.5585,-1.6251,0.9838,0.29309463184621,-1.60063210010881,0.414888925160198
1730865055069,-14.004,-87.6057,3.4318,2.8009,-7.0587,4.6068,0.571,-1.439,0.9392,0.30559463184621,-1.41453210010881,0.370288925160198
1730865055090,-23.021,-98.3648,5.3533,2.944,-5.3678,4.8139,0.6009,-1.0085,1.0157,0.33549463184621,-0.984032100108814,0.446788925160198
1730865055110,26.5725,-116.1073,-6.445,2.4866,-5.9282,5.1564,0.5069,-1.2086,1.0512,0.24149463184621,-1.18413210010881,0.482288925160198
1730865055130,69.0109,-127.2402,-21.9967,1.4801,-8.4921,4.9229,0.3017,-1.7313,1.0036,0.0362946318462096,-1.70683210010881,0.434688925160198
1730865055150,63.5902,-121.7523,-32.5614,0.8903,-9.3208,5.3361,0.1497,-1.8702,1.0354,-0.11570536815379,-1.84573210010881,0.466488925160198
1730865055170,36.8232,-116.6307,-26.9912,0.4442,-8.6436,4.7151,0.0905,-1.7622,0.9613,-0.17490536815379,-1.73773210010881,0.392388925160198
1730865055190,24.7631,-120.0999,-8.1347,0.0682,-7.749,4.6325,0.0139,-1.5798,0.9444,-0.25150536815379,-1.55533210010881,0.375488925160198
1730865055210,34.2662,-122.0214,-9.9366,0.3688,-7.0443,4.602,0.1333,-1.4708,0.926,-0.13210536815379,-1.44633210010881,0.357088925160198
1730865055230,56.7564,-117.1765,-21.7425,-1.2328,-8.3658,4.5523,0.2513,-1.7055,0.9281,-0.0141053681537904,-1.68103210010881,0.359188925160198
1730865055249,56.6442,-103.8603,-33.6082,-1.3436,-9.1956,4.8606,0.2739,-1.8747,0.9909,0.00849463184620958,-1.85023210010881,0.421988925160198
1730865055268,11.7236,-72.8016,-68.8539,0.2305,-7.1778,4.3373,0.0335,-1.4633,0.8842,-0.23190536815379,-1.43883210010881,0.315288925160198
1730865055289,19.32,-74.1325,-90.6936,0.1383,-6.7401,3.3344,0.0281,-1.3741,0.6798,-0.23730536815379,-1.34963210010881,0.110888925160198
1730865055309,57.033,-100.0546,-68.3903,0.5424,-7.9448,2.8147,0.1105,-1.6197,0.5738,-0.15490536815379,-1.59523210010881,0.00488892516019779
1730865055329,95.8078,-145.4837,7.8431,-1.8938,-9.4112,2.5081,0.3861,-1.9187,0.5113,0.12069463184621,-1.89423210010881,-0.0576110748398022
1730865055349,97.0339,-154.0596,40.8308,-2.7596,-10.3925,2.1195,0.5626,-2.1187,0.4321,0.29719463184621,-2.09423210010881,-0.136811074839802
1730865055369,55.605,-161.2149,18.8415,-3.0189,-10.3967,3.0153,0.6154,-2.1196,0.4829,0.34999463184621,-2.09513210010881,-0.0860110748398022
1730865055388,16.8826,-140.3994,91.2768,-2.5057,-8.8238,3.5625,0.5108,-1.7989,0.7263,0.24539463184621,-1.77443210010881,0.157388925160198
1730865055409,-6.0188,-106.3949,37.2644,-2.6878,-6.4689,1.5214,0.5479,-1.3188,0.3101,0.28249463184621,-1.29433210010881,-0.258811074839802
1730865055428,68.1436,-92.1366,-3.5365,-2.9704,-8.2622,2.2734,0.6599,-1.9123,0.4117,0.39449463184621,-1.88783210010881,-0.157211074839802
1730865055449,67.9193,-45.8403,-72.0988,-3.344,-10.0129,1.5088,0.6817,-2.0413,0.3076,0.41629463184621,-2.01683210010881,-0.261311074839802
1730865055469,32.0904,-32.4717,-126.1038,-2.9871,-9.5417,1.2795,0.609,-1.9453,0.2608,0.34359463184621,-1.92083210010881,-0.308111074839802
1730865055489,32.9129,-52.8759,-3.9701,-2.7009,-10.0231,1.5723,0.5581,-2.0904,0.2285,0.29269463184621,-2.06593210010881,-0.340411074839802
1730865055509,-10.0637,-55.9564,14.8937,-1.9489,-9.095,1.8974,0.3973,-1.8542,0.3868,0.13189463184621,-1.82973210010881,-0.182111074839802
1730865055528,-19.0957,-58.9396,12.5535,-1.5878,-7.3658,0.3945,0.3237,-1.5017,0.0804,0.0582946318462096,-1.47723210010881,-0.488511074839802
1730865055549,46.2739,-92.017,16.5611,-1.9459,-8.0957,0.0317,0.5008,-1.8973,0.0217,0.23539463184621,-1.87283210010881,-0.547211074839802
1730865055569,48.0683,-100.3088,1.3906,-3.6404,-11.2631,0.5496,0.7421,-2.2962,0.112,0.47669463184621,-2.27173210010881,-0.456911074839802
1730865055587,25.4435,-97.2508,11.6563,-3.9811,-12.2523,0.1886,0.8116,-2.4979,0.0384,0.54619463184621,-2.47343210010881,-0.530511074839802
1730865055609,-28.8006,-75.912,41.414,-2.7704,-10.9584,2.11,0.5788,-2.2341,0.4301,0.31339463184621,-2.20963210010881,-0.138811074839802
1730865055627,-51.7021,-55.1339,48.4123,-1.5477,-8.7633,1.0292,0.3155,-1.7866,0.2098,0.0500946318462096,-1.76213210010881,-0.359111074839802
1730865055648,-32.5016,-64.2706,13.1143,-1.2897,-9.4818,0.437,0.2629,-1.9331,0.0891,-0.00250536815379038,-1.90863210010881,-0.479811074839802
1730865055668,-10.2656,-101.3032,9.8469,-2.8309,-13.4833,0.6137,0.5771,-2.7489,0.1251,0.31169463184621,-2.72443210010881,-0.443811074839802
1730865055687,-72.1586,-101.4453,0.3813,-2.1938,-11.8643,0.2251,0.4472,-2.4188,0.0458,0.18179463184621,-2.39433210010881,-0.523111074839802
1730865055708,-91.4413,-120.9747,54.2517,-1.0005,-8.4951,0.5927,0.2039,-1.7319,0.1108,-0.0615053681537904,-1.70743210010881,-0.458111074839802
1730865055728,-42.528,-169.4992,37.9971,0.7352,-8.6615,0.9472,0.1499,-1.7658,0.1931,-0.11550536815379,-1.74133210010881,-0.375811074839802
1730865055748,-26.894,-172.5871,6.6244,-1.5932,-9.871,0.9412,0.3248,-2.0124,0.1918,0.0593946318462096,-1.98793210010881,-0.377111074839802
1730865055768,-22.0715,-208.0197,34.2736,-2.8488,-10.1644,-1.801,0.6799,-2.0325,0.2102,0.41449463184621,-2.00803210010881,-0.358711074839802
1730865055788,-29.8474,-227.4967,81.557,-4.3721,-10.9021,0.4119,0.8913,-2.2226,0.0839,0.62589463184621,-2.19813210010881,-0.485011074839802
1730865055807,-69.8558,-201.6793,29.8175,-4.8385,-8.4364,0.7113,0.9864,-1.7199,0.145,0.72099463184621,-1.69543210010881,-0.423911074839802
1730865055828,-45.1748,-175.8694,69.2875,-5.3576,-7.6652,-1.0909,-1.0943,-1.6315,0.0263,-1.35970536815379,-1.60703210010881,-0.542611074839802
1730865055848,-18.2508,-130.2833,0.6579,-5.5857,-8.707,0.2245,-1.1387,-1.7751,0.0457,-1.40410536815379,-1.75063210010881,-0.523211074839802
1730865055868,-13.8246,-82.7532,-48.6141,-5.3708,-9.8327,0.1305,-1.0949,-2.0046,0.0266,-1.36030536815379,-1.98013210010881,-0.542311074839802
1730865055888,-31.5072,-27.7613,-33.2867,-4.5409,-11.0332,0.3305,0.8229,-2.2231,0.0318,0.55749463184621,-2.19863210010881,-0.537111074839802
1730865055908,-53.3021,-21.9743,-9.4058,-2.8536,-9.7752,0.3376,0.5817,-1.9929,0.0688,0.31629463184621,-1.96843210010881,-0.500111074839802
1730865055928,-54.6554,-37.1372,19.5219,-2.089,-8.6867,0.54,0.4259,-1.7709,0.1101,0.16049463184621,-1.74643210010881,-0.458811074839802
1730865055947,-26.8791,-81.6841,35.3204,-2.6842,-9.7225,0.2287,0.5472,-1.9821,0.0466,0.28179463184621,-1.95763210010881,-0.522311074839802
1730865055967,-31.5521,-85.9159,27.5445,-3.265,-9.9998,0.6706,0.6656,-2.0386,0.1367,0.40019463184621,-2.01413210010881,-0.432211074839802
1730865055987,-39.485,-78.7606,24.0678,-3.423,-9.6872,1.0214,0.6978,-1.9749,0.2082,0.43239463184621,-1.95043210010881,-0.360711074839802
1730865056006,-37.1372,-61.1677,23.4846,-3.626,-9.7878,0.2442,0.7392,-1.9954,0.0498,0.47379463184621,-1.97093210010881,-0.519111074839802
1730865056027,-35.6195,-56.0984,11.761,-3.7996,-10.571,1.013,0.7746,-2.1551,0.2065,0.50919463184621,-2.13063210010881,-0.362411074839802
1730865056047,-52.0759,-39.9186,21.7649,-3.4649,-9.7333,0.9448,0.7064,-1.8281,0.3441,0.44099463184621,-1.80363210010881,-0.224811074839802
1730865056067,-50.0123,-36.0083,29.6156,-2.8069,-8.0969,1.2094,0.5722,-1.6507,0.2465,0.30679463184621,-1.62623210010881,-0.322411074839802
1730865056087,-27.0137,-41.1598,9.8843,-3.2368,-9.1932,1.5453,0.6599,-1.8742,0.315,0.39449463184621,-1.84973210010881,-0.253911074839802
1730865056106,-24.8902,-32.711,18.6396,-3.0871,-10.165,2.8853,0.5262,-1.9462,0.5582,0.26079463184621,-1.92173210010881,-0.0107110748398022
1730865056127,-47.388,-15.948,32.7409,-1.6501,-7.303,1.6735,0.3364,-1.4888,0.3411,0.0709946318462096,-1.46433210010881,-0.227811074839802
1730865056147,-17.4359,-34.5802,55.119,-1.4418,-7.0611,1.9255,0.2939,-1.4395,0.3925,0.0284946318462096,-1.41503210010881,-0.176411074839802
1730865056167,18.0415,-49.945,50.3039,-2.0836,-9.1968,2.0357,0.476,-2.0202,0.4006,0.21059463184621,-1.99573210010881,-0.168311074839802
1730865056187,9.3011,-41.6682,51.4254,-2.3848,-10.5057,2.0405,0.4862,-2.1418,0.416,0.22079463184621,-2.11733210010881,-0.152911074839802
1730865056206,-4.8748,-20.3144,40.5242,-1.7094,-10.0405,1.8262,0.3485,-2.0469,0.3723,0.0830946318462096,-2.02243210010881,-0.196611074839802
1730865056227,0.9046,-7.6786,21.892,-1.1645,-10.262,1.422,0.2121,-2.14,0.2364,-0.0533053681537904,-2.11553210010881,-0.332511074839802
1730865056246,-6.0188,-9.2787,42.5205,0.3436,-10.8614,1.3124,0.07,-2.2143,0.2675,-0.19540536815379,-2.18983210010881,-0.301411074839802
1730865056266,-28.0455,-33.0026,67.5379,0.0257,-9.8746,1.2561,0.0052,-2.0131,0.2561,-0.26020536815379,-1.98863210010881,-0.312811074839802
1730865056286,-28.5913,-78.1999,90.3796,0.6376,-8.1927,1.8052,0.13,-1.6702,0.368,-0.13540536815379,-1.64573210010881,-0.200911074839802
1730865056305,-11.2152,-79.6952,61.878,-1.3717,-8.5454,2.071,0.2796,-1.7421,0.4222,0.0141946318462096,-1.71763210010881,-0.146711074839802
1730865056326,0.4112,-62.1322,46.9319,-1.601,-9.7626,2.5315,0.3264,-1.9903,0.5161,0.0609946318462096,-1.96583210010881,-0.0528110748398022
1730865056346,-20.6584,-29.466,25.8697,0.9184,-9.7495,2.0836,0.1872,-1.9876,0.4248,-0.0782053681537904,-1.96313210010881,-0.144111074839802
1730865056366,-30.7371,-23.6865,28.7632,0.1107,-8.4364,1.9208,0.0225,-1.7199,0.3916,-0.24290536815379,-1.69543210010881,-0.177311074839802
1730865056386,-18.206,-33.2119,39.5373,0.1095,-8.0867,1.7256,0.0223,-1.7111,0.2834,-0.24310536815379,-1.68663210010881,-0.285511074839802
1730865056405,4.3814,-49.1375,56.39,0.6436,-9.2585,2.1507,0.1312,-1.8875,0.4384,-0.13420536815379,-1.86303210010881,-0.130511074839802
1730865056416,1.8991,-43.9486,57.2349,0.6724,-9.2944,2.3956,0.137,-1.8948,0.4884,-0.12840536815379,-1.87033210010881,-0.0805110748398022
1730865056426,-1.929,-35.6568,47.7095,0.7005,-9.2136,2.2058,0.1428,-1.8784,0.4497,-0.12260536815379,-1.85393210010881,-0.119211074839802
1730865056445,-4.6655,-19.0434,22.8491,0.3089,-9.2076,2.7321,0.0095,-1.8823,0.5303,-0.25590536815379,-1.85783210010881,-0.0386110748398022
1730865056466,0.1121,11.5367,-4.1645,0.7185,-9.507,2.2471,0.1464,-1.9382,0.4581,-0.11900536815379,-1.91373210010881,-0.110811074839802
1730865056476,2.6467,13.6676,-6.3179,1.0927,-9.7345,2.174,0.2227,-1.9846,0.4432,-0.0427053681537904,-1.96013210010881,-0.125711074839802
1730865056486,4.5384,11.0955,0.0822,1.2986,-9.8393,1.7699,0.2647,-2.0059,0.3608,-0.000705368153790409,-1.98143210010881,-0.208111074839802
1730865056496,4.187,3.8206,12.3741,1.5519,-10.0177,2.0237,0.3164,-2.0423,0.4125,0.0509946318462096,-2.01783210010881,-0.156411074839802
1730865056506,1.6,-19.3948,30.5876,1.6543,-10.0411,1.8717,0.3095,-2.026,0.3337,0.0440946318462096,-2.00153210010881,-0.235211074839802
1730865056525,-12.2918,-50.6703,49.8777,0.843,-9.4166,1.9357,0.1718,-1.9197,0.3946,-0.0936053681537904,-1.89523210010881,-0.174311074839802
1730865056546,-8.8151,-68.3006,76.0092,0.3197,-8.7555,2.3321,0.0651,-1.785,0.4754,-0.20030536815379,-1.76053210010881,-0.0935110748398022
1730865056565,6.116,-22.0864,30.1614,0.7628,-8.3837,3.3721,0.1511,-1.7579,0.6263,-0.11430536815379,-1.73343210010881,0.0573889251601978
1730865056575,16.7555,2.9757,0.8897,0.4334,-9.4297,2.944,0.0883,-1.9224,0.6002,-0.17710536815379,-1.89793210010881,0.0312889251601978
1730865056586,22.0715,26.5277,-25.7501,0.1005,-10.2482,2.6704,0.0205,-2.0893,0.5444,-0.24490536815379,-2.06483210010881,-0.0245110748398022
1730865056606,10.0338,49.16,-39.0214,1.3148,-10.7344,2.0327,0.268,-2.1884,0.4144,0.00259463184620962,-2.16393210010881,-0.154511074839802
1730865056624,-5.5627,22.0416,-1.5177,2.1273,-10.2309,1.4669,0.4337,-2.0858,0.299,0.16829463184621,-2.06133210010881,-0.269911074839802
1730865056644,-12.4787,-12.8152,28.1875,1.6507,-9.6944,1.8806,0.3365,-1.9764,0.3834,0.0710946318462096,-1.95193210010881,-0.185511074839802
1730865056665,-16.5536,-27.5296,47.5898,1.1346,-8.4687,2.5758,0.2313,-1.7265,0.5251,-0.0341053681537904,-1.70203210010881,-0.0438110748398022
1730865056685,14.4825,-5.9291,10.0039,0.7532,-8.8729,2.1411,0.1535,-1.8089,0.4365,-0.11190536815379,-1.78443210010881,-0.132411074839802
1730865056695,25.937,5.5029,-4.7103,0.8508,-9.9369,2.0866,0.1734,-2.0258,0.4254,-0.0920053681537904,-2.00133210010881,-0.143511074839802
1730865056705,27.2828,15.2153,-20.4565,0.9951,-10.8117,1.9417,0.2028,-2.2042,0.3958,-0.0626053681537904,-2.17973210010881,-0.173111074839802
1730865056724,4.4262,22.221,-25.7052,1.4064,-11.0422,1.4759,0.2867,-2.1262,0.3435,0.0212946318462096,-2.10173210010881,-0.225411074839802
1730865056744,-25.7949,4.9346,-5.5253,1.8992,-8.7376,1.6555,0.3872,-1.7813,0.3375,0.12179463184621,-1.75683210010881,-0.231411074839802
1730865056754,-21.8771,-3.2897,-1.3159,1.7735,-8.2682,1.6926,0.3615,-1.6856,0.345,0.0960946318462096,-1.66113210010881,-0.223911074839802
1730865056775,-7.23,-14.8265,16.6957,1.2807,-7.7239,1.5735,0.2611,-1.5747,0.3208,-0.0043053681537904,-1.55023210010881,-0.248111074839802
1730865056794,28.4642,-9.9217,21.9818,0.4526,-9.2094,1.51,0.0922,-1.8775,0.3078,-0.17320536815379,-1.85303210010881,-0.261111074839802
1730865056804,32.6362,-2.2206,9.1815,0.3975,-10.0854,1.716,0.081,-2.0561,0.3498,-0.18440536815379,-2.03163210010881,-0.219111074839802
1730865056815,28.2548,7.4693,0.942,0.4885,-10.6231,1.7483,0.0996,-2.1657,0.3564,-0.16580536815379,-2.14123210010881,-0.212511074839802
1730865056825,18.1985,17.3013,-4.4038,0.576,-10.6584,1.2058,0.1174,-2.1729,0.2458,-0.14800536815379,-2.14843210010881,-0.323111074839802
1730865056845,4.7477,78.2447,-24.4267,2.7375,-9.7848,0.0838,0.8175,-2.075,0.0314,0.55209463184621,-2.05053210010881,-0.537511074839802
1730865056855,35.8587,65.25,-33.8475,4.3349,-11.605,0.5179,0.8837,-2.3659,0.1055,0.61829463184621,-2.34143210010881,-0.463411074839802
1730865056875,15.9704,8.5609,-40.1504,3.5578,-13.2558,0.1179,0.7253,-2.7025,0.024,0.45989463184621,-2.67803210010881,-0.544911074839802
1730865056894,-44.001,-44.1879,27.9632,2.3213,-10.9254,0.8244,0.4732,-1.8211,0.2349,0.20779463184621,-1.79663210010881,-0.334011074839802
1730865056915,-53.7507,-87.4786,56.6368,0.2311,-6.9796,2.2567,0.0471,-1.4229,0.46,-0.21830536815379,-1.39843210010881,-0.108911074839802
1730865056935,-18.0938,-86.6711,70.7006,-1.4489,-6.903,3.0554,0.2954,-1.4073,0.6229,0.0299946318462096,-1.38283210010881,0.0539889251601978
1730865056954,2.8038,-45.5487,48.8908,-2.2052,-7.2299,3.4434,0.4399,-1.6177,0.6973,0.17449463184621,-1.59323210010881,0.128388925160198
1730865056973,25.2566,54.1246,-39.2308,-1.1442,-9.8776,2.8931,0.2332,-2.0137,0.5898,-0.0322053681537904,-1.98923210010881,0.0208889251601978
1730865056994,1.0617,94.3124,-73.5119,0.7897,-9.9387,2.483,0.161,-2.0262,0.5062,-0.10440536815379,-2.00173210010881,-0.0627110748398022
1730865057004,-10.9535,99.6434,-69.0109,1.8262,-9.1567,2.2267,0.3723,-1.8668,0.4539,0.10689463184621,-1.84233210010881,-0.115011074839802
1730865057024,3.7533,60.6518,-38.0868,3.4823,-8.1981,1.7597,0.7099,-1.6713,0.3587,0.44449463184621,-1.64683210010881,-0.210211074839802
1730865057034,19.821,38.1915,-19.1331,3.3416,-8.7777,1.5471,0.6812,-1.7895,0.3154,0.41579463184621,-1.76503210010881,-0.253511074839802
1730865057054,31.6268,2.2056,6.1758,2.6662,-9.78,1.307,0.5435,-1.9938,0.2664,0.27809463184621,-1.96933210010881,-0.302511074839802
1730865057064,28.4417,-7.5814,13.9367,2.3207,-9.9471,0.7909,0.4731,-2.1217,0.1313,0.20769463184621,-2.09723210010881,-0.437611074839802
1730865057073,34.3783,-13.2489,23.9407,2.1914,-10.3812,0.6442,0.4344,-2.2231,0.1394,0.16899463184621,-2.19863210010881,-0.429511074839802
1730865057093,21.0845,-22.8715,14.7891,1.3196,-11.817,0.819,0.269,-2.4091,0.1669,0.00359463184620962,-2.38463210010881,-0.402011074839802
1730865057114,-18.3256,-18.2434,14.5648,1.1352,-10.2285,1.0136,0.2314,-2.0853,0.2066,-0.0340053681537904,-2.06083210010881,-0.362311074839802
1730865057134,-12.2694,3.1925,-10.2731,1.8902,-9.7267,0.4724,0.3853,-1.983,0.0963,0.11989463184621,-1.95853210010881,-0.472611074839802
1730865057154,-20.449,-4.3664,-72.5848,2.5614,-10.8051,2.0357,0.5222,-2.2028,0.415,0.25679463184621,-2.17833210010881,-0.153911074839802
1730865057174,-18.0265,-18.2583,33.0624,1.9956,-6.8952,1.4112,0.4068,-1.4057,0.2877,0.14139463184621,-1.38123210010881,-0.281211074839802
1730865057194,47.5225,-37.227,-18.4527,1.5974,-7.8778,1.7016,0.3256,-1.606,0.3469,0.0601946318462096,-1.58153210010881,-0.222011074839802
1730865057214,76.9961,-28.0155,0.9869,1.3819,-10.5895,1.1328,0.2817,-2.1589,0.2309,0.0162946318462096,-2.13443210010881,-0.338011074839802
1730865057234,61.0481,-26.1164,25.137,1.3052,-10.938,0.8292,0.2661,-2.1362,0.0723,0.000694631846209603,-2.11173210010881,-0.496611074839802
1730865057254,35.5671,-27.1109,45.3244,1.1532,-10.4398,0.061,0.2351,-2.1284,0.0124,-0.0303053681537904,-2.10393210010881,-0.556511074839802
1730865057273,12.89,-28.4567,27.1557,1.3256,-10.6356,0.0574,0.2702,-2.1683,0.0117,0.0047946318462096,-2.14383210010881,-0.557211074839802
1730865057294,-5.7197,-28.337,30.9315,1.7872,-10.5464,0.1359,0.4106,-2.1252,0.0129,0.14519463184621,-2.10073210010881,-0.556011074839802
1730865057313,-30.0492,-39.5523,1.5776,2.3417,-9.134,0.1652,0.4774,-1.8621,0.0336,0.21199463184621,-1.83763210010881,-0.535311074839802
1730865057332,-9.9142,-55.59,37.1746,2.0974,-8.9573,0.2646,0.4276,-1.8261,0.0539,0.16219463184621,-1.80163210010881,-0.515011074839802
1730865057352,1.9065,-59.949,27.6866,1.7537,-10.1782,0.5951,0.3156,-2.1606,0.1722,0.0501946318462096,-2.13613210010881,-0.396711074839802
1730865057373,-24.7482,-48.5693,15.7461,1.2753,-9.2298,0.9095,0.26,-1.8817,0.1854,-0.00540536815379039,-1.85723210010881,-0.383511074839802
1730865057392,-25.6454,-41.4289,17.862,1.2717,-8.7945,1.1663,0.2592,-1.7929,0.2377,-0.00620536815379041,-1.76843210010881,-0.331211074839802
1730865057413,-13.9068,-16.1723,19.6864,0.8113,-8.2161,1.6932,0.0723,-1.6964,0.5385,-0.19310536815379,-1.67193210010881,-0.0304110748398022
1730865057433,24.6809,25.6454,40.8682,5.1325,-9.2513,0.4245,1.0463,-1.8861,0.0865,0.78089463184621,-1.86163210010881,-0.482411074839802
1730865057443,28.1576,-7.402,12.4189,5.7205,-9.9016,0.1275,1.1662,-2.0186,0.026,0.900794631846209,-1.99413210010881,-0.542911074839802
1730865057453,23.0509,-52.0236,1.5925,5.6714,-10.1153,0.6502,1.1562,-2.0622,0.1325,0.890794631846209,-2.03773210010881,-0.436411074839802
1730865057473,60.2331,-145.9248,164.2355,3.556,-9.7944,1.6561,0.7327,-1.9968,0.3376,0.46729463184621,-1.97233210010881,-0.231311074839802
1730865057493,61.878,-134.2012,175.5404,1.9836,-11.2428,-1.4717,0.4044,-2.2921,0.3,0.13899463184621,-2.26763210010881,-0.268911074839802
1730865057512,-6.3328,-97.4975,11.0581,2.1531,-11.3685,0.5149,0.4389,-2.3177,0.1049,0.17349463184621,-2.29323210010881,-0.464011074839802
1730865057533,-18.4004,-47.2908,59.8518,2.8997,-8.1688,0.4562,0.5911,-1.6654,0.093,0.32569463184621,-1.64093210010881,-0.475911074839802
1730865057553,-16.5835,-32.0381,-3.0654,3.0177,-8.6244,1.016,0.6152,-1.7583,0.2071,0.34979463184621,-1.73383210010881,-0.361811074839802
1730865057572,-15.791,-15.9854,-1.0542,3.1799,-8.531,1.2088,0.6483,-1.7392,0.2193,0.38289463184621,-1.71473210010881,-0.349611074839802
1730865057593,-9.7348,-3.058,-12.2993,4.2978,-9.4381,1.2094,0.8762,-1.9241,0.2465,0.61079463184621,-1.89963210010881,-0.322411074839802
1730865057612,-5.959,-11.918,1.8467,4.7193,-10.1818,1.1579,0.9621,-2.0758,0.236,0.69669463184621,-2.05133210010881,-0.332911074839802
1730865057632,-2.3626,-22.535,20.4266,4.8804,-10.7865,0.5556,1.0007,-2.1533,0.0487,0.735294631846209,-2.12883210010881,-0.520211074839802
1730865057652,3.4169,-35.769,46.5879,5.281,-10.6656,0.1448,1.0766,-2.1744,0.0295,0.81119463184621,-2.14993210010881,-0.539411074839802
1730865057672,-7.9852,-56.3452,43.2234,5.7767,-10.7512,0.0335,1.1777,-2.1918,0.0068,0.91229463184621,-2.16733210010881,-0.562111074839802
1730865057692,-17.862,-101.8191,65.4818,5.9875,-10.5949,0.4251,1.161,-2.0866,0.0598,0.89559463184621,-2.06213210010881,-0.509111074839802
1730865057712,-27.8211,-134.9638,98.7536,4.9277,-8.3011,0.6149,1.0046,-1.6923,0.1253,0.739194631846209,-1.66783210010881,-0.443611074839802
1730865057732,-16.2919,-146.0893,112.9147,3.4081,-7.1808,1.1029,0.6948,-1.4639,0.2248,0.42939463184621,-1.43943210010881,-0.344111074839802
1730865057752,4.3664,-110.223,93.3703,3.1314,-7.5071,1.8573,0.6447,-1.5494,0.4594,0.37929463184621,-1.52493210010881,-0.109511074839802
1730865057771,-7.4917,-94.5442,72.996,3.1165,-6.9353,3.1159,0.6353,-1.4139,0.6352,0.36989463184621,-1.38943210010881,0.0662889251601978
1730865057792,-8.045,-78.8429,68.7342,2.9644,-6.8623,3.2799,0.6043,-1.399,0.6687,0.33889463184621,-1.37453210010881,0.0997889251601978
1730865057812,-14.3405,-38.4158,55.59,4.2541,-7.4383,3.0638,0.8447,-1.5164,0.6246,0.57929463184621,-1.49193210010881,0.0556889251601979
1730865057832,-24.5089,-28.8305,47.7394,4.602,-6.8509,3.1039,0.9382,-1.3967,0.6328,0.67279463184621,-1.37223210010881,0.0638889251601978
1730865057851,-25.2117,-26.3407,40.6588,5.2373,-6.2899,3.1009,1.0677,-1.2823,0.6322,0.80229463184621,-1.25783210010881,0.0632889251601978
1730865057872,-8.4413,-42.1018,29.1371,6.5138,-7.1138,2.9398,1.328,-1.4503,0.5993,1.06259463184621,-1.42583210010881,0.0303889251601979
1730865057892,-6.5795,-67.4856,16.905,6.5366,-7.1563,2.4519,1.3326,-1.4589,0.4998,1.06719463184621,-1.43443210010881,-0.0691110748398022
1730865057912,-7.9702,-101.535,71.8521,6.1516,-7.2257,2.8859,1.2541,-1.4731,0.6568,0.98869463184621,-1.44863210010881,0.0878889251601979
1730865057932,-18.9611,-130.1263,86.6038,4.0871,-6.0294,3.6739,0.8332,-1.2292,0.749,0.56779463184621,-1.20473210010881,0.180088925160198
1730865057951,-13.2339,-109.7595,107.8678,3.7973,-5.9887,4.4295,0.7741,-1.2209,0.903,0.50869463184621,-1.19643210010881,0.334088925160198
1730865057971,-15.8732,-82.2224,61.6462,4.0924,-6.1575,4.6487,0.9733,-1.3298,1.0122,0.70789463184621,-1.30533210010881,0.443288925160198
1730865057990,-14.1012,-47.6721,48.3973,6.1204,-7.4323,4.7044,1.2478,-1.5152,0.9591,0.98239463184621,-1.49073210010881,0.390188925160198
1730865058010,-28.6212,-66.5435,55.6124,6.0845,-6.7569,5.1091,1.2404,-1.3775,1.0416,0.974994631846209,-1.35303210010881,0.472688925160198
1730865058031,-29.9147,-88.9366,94.3124,5.6612,-5.4091,5.5085,1.0811,0.9979,1.1256,0.815694631846209,1.02236789989119,0.556688925160198
1730865058050,-39.6046,-101.4154,42.2439,4.4176,-4.3379,5.3798,0.9006,0.8843,1.0968,0.63519463184621,0.908767899891186,0.527888925160198
1730865058070,-24.0229,-84.5925,42.1093,3.9972,-3.8128,5.8863,0.8149,0.7773,1.2,0.54949463184621,0.801767899891186,0.631088925160198
1730865058090,-5.9814,-49.5637,-30.4754,4.5966,-4.8355,5.4043,1.0328,-1.1389,1.2159,0.767394631846209,-1.11443210010881,0.646988925160198
1730865058110,-9.6899,-59.291,-36.8008,4.575,-6.0923,6.1396,0.9327,-1.242,1.2517,0.66729463184621,-1.21753210010881,0.682788925160198
1730865058131,-9.2861,-54.3115,46.3487,3.5452,-7.0287,6.2186,0.7227,-1.4329,1.2678,0.45729463184621,-1.40843210010881,0.698888925160198
1730865058151,-49.7656,-24.8828,-3.2673,5.8133,-4.1607,6.1246,1.1612,0.8482,1.2486,0.89579463184621,0.872667899891186,0.679688925160198
1730865058170,-26.7071,-42.4757,-12.8376,6.5725,-4.8145,6.3132,1.3399,0.9815,1.2871,1.07449463184621,1.00596789989119,0.718188925160198
1730865058191,-20.2471,-72.5698,-3.4094,5.9528,-5.9815,5.5606,1.2136,-1.2194,1.1336,0.94819463184621,-1.19493210010881,0.564688925160198
1730865058211,-29.5707,-98.6041,15.8059,5.7306,-4.32,5.4786,1.1683,0.8807,1.1169,0.902894631846209,0.905167899891186,0.547988925160198
