timestamp,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,Corrected_Mag_x,Corrected_Mag_y,Corrected_Mag_z
1730865011760,-2.5047,-14.49,-64.7566,4.3637,-4.4206,6.9958,0.8896,0.9012,1.4262,0.624194631846209,0.925667899891186,0.857288925160198
1730865011780,-4.9346,-12.5685,-58.663,3.9942,-4.4541,7.2706,0.8143,0.8557,1.5235,0.54889463184621,0.880167899891186,0.954588925160198
1730865011800,5.4879,-9.9067,-36.8157,3.9176,-4.3715,7.9275,0.7987,0.8912,1.6162,0.53329463184621,0.915667899891186,1.0472889251602
1730865011810,8.703,-9.3908,-30.4156,3.9901,-4.2942,7.7413,0.8134,0.8754,1.5782,0.54799463184621,0.899867899891186,1.0092889251602
1730865011820,11.0357,-6.3104,-26.3333,4.2086,-4.302,7.4574,0.858,0.877,1.5203,0.59259463184621,0.901467899891186,0.951388925160198
1730865011830,11.9853,-4.6281,-27.4623,4.3391,-4.5906,7.1736,0.8846,0.9359,1.4625,0.61919463184621,0.960367899891186,0.893588925160198
1730865011840,11.6787,-5.7795,-27.395,4.3008,-4.9954,7.0221,0.8453,-1.0075,1.4625,0.57989463184621,-0.983032100108814,0.893588925160198
1730865011859,2.228,-3.529,-17.9891,4.0996,-4.4385,7.4059,0.8358,0.9049,1.5098,0.57039463184621,0.929367899891186,0.940888925160198
1730865011869,1.6598,0.9944,-16.4938,4.4361,-4.1451,7.5389,0.9044,0.845,1.5369,0.63899463184621,0.869467899891186,0.967988925160198
1730865011880,3.3795,3.2972,-14.1835,4.6421,-4.1817,7.4784,0.9464,0.8525,1.5246,0.68099463184621,0.876967899891186,0.955688925160198
1730865011890,5.0991,1.7794,-13.4507,4.6247,-4.4086,7.3868,0.9428,0.8988,1.5059,0.67739463184621,0.923267899891186,0.936988925160198
1730865011900,6.3627,-4.1496,-5.6973,4.2918,-4.7379,7.3161,0.8004,0.9799,1.4849,0.53499463184621,1.00436789989119,0.915988925160198
1730865011910,5.0991,-3.2374,-4.5234,3.732,-4.7744,7.1736,0.7608,0.9733,1.4625,0.49539463184621,0.997767899891186,0.893588925160198
1730865011919,3.9103,1.2112,-5.4057,3.9469,-4.7026,7.2724,0.8046,0.9587,1.4826,0.53919463184621,0.983167899891186,0.913688925160198
1730865011929,2.2953,5.0543,-6.3104,4.2649,-4.417,7.3569,0.8695,0.9005,1.4998,0.60409463184621,0.924967899891186,0.930888925160198
1730865011939,0.8822,8.4413,-6.5272,4.5894,-3.9811,7.3461,0.9356,0.8116,1.4976,0.67019463184621,0.836067899891186,0.928688925160198
1730865011949,0.5009,11.3124,-9.832,4.9355,-3.6679,7.3628,1.0062,0.7495,1.4631,0.74079463184621,0.773967899891186,0.894188925160198
1730865011960,2.4075,12.6881,-17.877,5.1325,-3.6763,7.1766,1.0609,0.8215,1.4426,0.795494631846209,0.845967899891186,0.873688925160198
1730865011970,1.4579,10.0637,-20.1275,4.9475,-4.3852,7.0335,1.0086,0.894,1.4339,0.743194631846209,0.918467899891186,0.864988925160198
1730865011978,0.5383,6.2879,-20.2546,4.4068,-4.5182,7.1814,0.8984,0.9211,1.4641,0.63299463184621,0.945567899891186,0.895188925160198
1730865011989,-3.0505,7.6338,-18.9761,3.9721,-4.5319,7.076,0.8098,0.9239,1.4426,0.54439463184621,0.948367899891186,0.873688925160198
1730865012000,-5.144,13.4283,-21.0771,3.9661,-4.5014,6.9988,0.8085,0.9177,1.4268,0.54309463184621,0.942167899891186,0.857888925160198
1730865012009,-6.0935,18.6845,-25.2566,4.1876,-4.6116,7.006,0.8758,0.9774,1.3897,0.61039463184621,1.00186789989119,0.820788925160198
1730865012019,-8.2693,21.3388,-24.0528,4.3445,-4.6744,6.7892,0.8857,0.953,1.3841,0.62029463184621,0.977467899891186,0.815188925160198
1730865012029,-9.4581,21.6603,-23.1257,4.3703,-4.4703,6.6862,0.8909,0.9113,1.3631,0.62549463184621,0.935767899891186,0.794188925160198
1730865012039,-9.974,23.6715,-23.5369,4.5307,-4.3505,6.6288,0.9237,0.8869,1.3514,0.65829463184621,0.911367899891186,0.782488925160198
1730865012049,-10.7815,26.8417,-25.1744,4.669,-4.4002,6.5485,0.9519,0.897,1.335,0.68649463184621,0.921467899891186,0.766088925160198
1730865012069,-14.2507,25.2342,-30.0492,4.5583,-4.5194,6.8246,0.876,0.9421,1.3911,0.61059463184621,0.966567899891186,0.822188925160198
1730865012088,-17.7574,27.0585,-36.083,4.3415,-4.978,6.3629,0.8851,-1.0148,1.2972,0.61969463184621,-0.990332100108814,0.728288925160198
1730865012109,-13.9741,27.9483,-23.5145,4.9918,-4.6768,6.1258,1.0177,0.9534,1.2489,0.75229463184621,0.977867899891186,0.679988925160198
1730865012129,-11.7236,15.9779,-11.3572,4.7175,-4.8127,6.6527,0.8964,0.9206,1.3552,0.63099463184621,0.945067899891186,0.786288925160198
1730865012149,-7.9553,22.722,-13.7947,4.7744,-4.602,6.6264,0.9733,0.9382,1.3509,0.70789463184621,0.962667899891186,0.781988925160198
1730865012159,-7.3796,23.7164,-15.1704,4.9786,-4.7948,6.412,1.015,0.9775,1.3072,0.749594631846209,1.00196789989119,0.738288925160198
1730865012169,-8.516,22.0042,-13.4956,4.9714,-4.902,6.2587,1.0135,0.9993,1.276,0.74809463184621,1.02376789989119,0.707088925160198
1730865012179,-10.5572,19.7387,-11.3647,4.7918,-4.9379,6.0875,0.9404,0.9976,1.2344,0.67499463184621,1.02206789989119,0.665488925160198
1730865012199,-14.2807,25.1071,-8.03,4.8624,-4.5948,5.9671,0.9913,0.9367,1.2165,0.72589463184621,0.961167899891186,0.647588925160198
1730865012209,-12.4862,26.0491,-8.4936,5.1744,-4.6804,5.6797,1.0549,0.9542,1.1579,0.789494631846209,0.978667899891186,0.588988925160198
1730865012218,-11.2825,21.2939,-12.0376,5.2127,-5.0804,5.6199,1.0627,-1.0357,1.1457,0.79729463184621,-1.01123210010881,0.576788925160198
1730865012239,-13.3311,2.4598,0.4635,5.0942,-4.5978,6.1007,1.0655,0.8566,1.2785,0.800094631846209,0.881067899891186,0.709588925160198
1730865012249,-7.8955,-2.6467,-1.428,5.1774,-4.2499,6.5785,1.0555,0.8664,1.3411,0.79009463184621,0.890867899891186,0.772188925160198
1730865012259,-3.8356,-6.9085,0.157,4.9582,-4.2816,6.7713,1.0108,0.8729,1.3804,0.745394631846209,0.897367899891186,0.811488925160198
1730865012268,-1.1289,-6.587,3.2972,4.8026,-4.2613,6.5922,0.9791,0.8687,1.3439,0.71369463184621,0.893167899891186,0.774988925160198
1730865012278,0.5682,-2.5421,0.8448,4.9972,-4.4601,6.3689,1.0187,0.9093,1.2984,0.753294631846209,0.933767899891186,0.729488925160198
1730865012288,0.2093,0.9046,-4.3963,5.2253,-4.7074,6.2731,1.0653,0.9909,1.2822,0.799894631846209,1.01536789989119,0.713288925160198
1730865012298,-6.7515,2.5122,-4.2617,5.1307,-4.863,6.2893,1.0083,0.9484,1.3032,0.74289463184621,0.972867899891186,0.734288925160198
1730865012308,-10.1759,5.9291,-5.4431,4.7433,-4.5936,6.4402,0.967,0.9365,1.3129,0.70159463184621,0.960967899891186,0.743988925160198
1730865012319,-11.9554,11.0058,-8.3366,4.7277,-4.6116,6.4539,0.9638,0.9401,1.3157,0.69839463184621,0.964567899891186,0.746788925160198
1730865012329,-13.4657,16.0302,-10.632,4.981,-4.5649,6.4384,1.0155,0.9306,1.3126,0.75009463184621,0.955067899891186,0.743688925160198
1730865012347,-13.533,13.3685,-8.4039,4.8565,-4.8606,6.3198,0.9553,-1.008,1.2971,0.68989463184621,-0.983532100108814,0.728188925160198
1730865012368,-15.5592,8.2618,0.643,4.7421,-4.6397,6.2719,0.9667,0.9459,1.2786,0.70129463184621,0.970367899891186,0.709688925160198
1730865012378,-15.5667,9.1964,0.3738,5.0983,-4.3385,6.2563,1.0394,0.8845,1.2755,0.77399463184621,0.908967899891186,0.706588925160198
1730865012388,-14.5648,8.3142,-3.0131,5.3516,-4.1038,6.2911,1.091,0.8366,1.2825,0.82559463184621,0.861067899891186,0.713588925160198
1730865012398,-12.389,7.8207,-1.5551,5.3744,-4.2146,6.151,1.0957,0.8592,1.254,0.830294631846209,0.883667899891186,0.685088925160198
1730865012408,-11.4096,7.4169,-3.3346,5.1834,-4.5894,5.9629,1.0417,0.965,1.2226,0.77629463184621,0.989467899891186,0.653688925160198
1730865012418,-16.9648,8.9347,-3.4991,5.2025,-4.4792,6.0599,1.0606,0.9132,1.2354,0.79519463184621,0.937667899891186,0.666488925160198
1730865012428,-18.0041,9.5254,-3.3645,5.3923,-4.2721,6.1019,1.0993,0.8709,1.244,0.833894631846209,0.895367899891186,0.675088925160198
1730865012438,-17.7648,7.0356,-6.1384,5.3989,-4.2876,6.1312,1.1007,0.8741,1.25,0.83529463184621,0.898567899891186,0.681088925160198
1730865012448,-17.3611,4.3739,-6.8861,5.2846,-4.4816,6.139,1.0773,0.9136,1.2515,0.811894631846209,0.938067899891186,0.682588925160198
1730865012458,-17.8845,2.8935,-5.8319,5.2319,-4.5205,6.1252,1.0666,0.8903,1.2849,0.80119463184621,0.914767899891186,0.715988925160198
1730865012468,-19.2004,1.5626,-3.6561,5.2193,-4.39,6.3024,1.0548,0.8459,1.3138,0.78939463184621,0.870367899891186,0.744888925160198
1730865012478,-17.3461,3.686,-3.1776,5.2828,-3.7829,6.5916,1.077,0.7712,1.3438,0.81159463184621,0.795667899891186,0.774888925160198
1730865012488,-13.3984,5.3758,-5.4206,5.5019,-3.7158,6.7874,1.1217,0.7575,1.3837,0.856294631846209,0.781967899891186,0.814788925160198
1730865012498,-10.2581,5.8692,-11.0881,5.8845,-3.7541,6.5869,1.1997,0.7653,1.3428,0.93429463184621,0.789767899891186,0.773888925160198
1730865012508,-7.7908,3.3496,-15.7611,6.1354,-4.1224,6.3288,1.2508,0.8404,1.2902,0.985394631846209,0.864867899891186,0.721288925160198
1730865012518,-6.6169,-2.901,-16.1798,6.1204,-4.3248,6.3264,1.2008,0.8812,1.2956,0.93539463184621,0.905667899891186,0.726688925160198
1730865012528,-5.7347,-13.8844,-3.9477,5.5995,-4.3266,6.5599,1.1416,0.882,1.3374,0.876194631846209,0.906467899891186,0.768488925160198
1730865012538,-5.9291,-16.6957,-3.4393,5.2259,-4.2218,6.7024,1.0654,0.8607,1.3664,0.799994631846209,0.885167899891186,0.797488925160198
1730865012548,-3.3197,-13.4283,0.643,5.2403,-4.1799,6.697,1.0683,0.8521,1.3653,0.80289463184621,0.876567899891186,0.796388925160198
1730865012558,-1.5776,-8.8375,-1.1888,5.5127,-4.1619,6.5503,1.1239,0.8485,1.3354,0.858494631846209,0.872967899891186,0.766488925160198
1730865012568,0.3962,-7.4842,-4.0299,5.5175,-4.4218,6.2641,1.1248,0.9014,1.277,0.85939463184621,0.925867899891186,0.708088925160198
1730865012577,1.3233,-9.9441,0.1046,5.3223,-4.5714,6.4743,1.0681,0.8704,1.4008,0.80269463184621,0.894867899891186,0.831888925160198
1730865012588,2.2056,-10.9759,4.3963,4.9594,-4.1032,7.1335,1.0111,0.8365,1.4543,0.74569463184621,0.860967899891186,0.885388925160198
1730865012598,4.3888,-10.1086,3.514,4.7211,-4.1158,7.0665,0.9625,0.8391,1.4406,0.69709463184621,0.863567899891186,0.871688925160198
1730865012607,6.916,-5.5253,1.8019,4.7936,-4.2194,6.9425,0.9772,0.8602,1.4154,0.71179463184621,0.884667899891186,0.846488925160198
1730865012617,9.7348,0.6953,1.2934,5.1271,-4.1912,6.8138,1.0452,0.8544,1.3891,0.779794631846209,0.878867899891186,0.820188925160198
1730865012627,12.0376,0.142,0.6205,5.342,-4.3128,6.988,1.0891,0.8792,1.3828,0.82369463184621,0.903667899891186,0.813888925160198
1730865012636,14.0414,2.0037,5.6748,5.3792,-4.3445,6.7826,1.1689,0.848,1.2874,0.90349463184621,0.872467899891186,0.718488925160198
1730865012646,15.3199,0.3065,5.6748,5.9001,-4.3595,6.3563,1.2028,0.8887,1.2958,0.93739463184621,0.913167899891186,0.726888925160198
1730865012657,15.9405,-10.5123,0.4635,5.3319,-4.8672,6.7335,1.087,0.9923,1.3728,0.82159463184621,1.01676789989119,0.803888925160198
1730865012668,12.3442,-16.2097,-4.4935,4.884,-4.5092,6.6964,0.9957,0.9193,1.3652,0.73029463184621,0.943767899891186,0.796288925160198
1730865012677,12.9049,-13.9292,0.8897,4.575,-4.3697,6.5988,0.9327,0.8908,1.3453,0.66729463184621,0.915267899891186,0.776388925160198
1730865012688,14.7143,-11.2077,-10.0263,4.5738,-4.8223,6.7719,0.9819,-1.0004,1.4044,0.71649463184621,-0.975932100108814,0.835488925160198
1730865012707,14.1162,-4.8748,-9.8095,4.6002,-5.1199,6.1875,0.9378,-1.0438,1.2614,0.67239463184621,-1.01933210010881,0.692488925160198
1730865012717,10.0712,0.9944,-17.6976,4.702,-5.2379,5.8785,0.9586,-1.0678,1.1984,0.69319463184621,-1.04333210010881,0.629488925160198
1730865012727,7.1478,1.1439,-22.6696,5.1798,-4.7912,6.3204,1.056,0.9768,1.2885,0.79059463184621,1.00126789989119,0.719588925160198
1730865012737,8.7553,0.3065,-23.4696,5.2648,-4.8493,6.3713,1.0733,0.9886,1.2989,0.807894631846209,1.01306789989119,0.729988925160198
1730865012747,8.1048,1.6523,-26.5277,5.3187,-4.8636,5.9402,1.0576,-1.0681,1.2158,0.79219463184621,-1.04363210010881,0.646888925160198
1730865012757,4.658,-1.3233,-31.9334,5.0876,-5.6558,6.1749,1.0372,-1.153,1.2589,0.771794631846209,-1.12853210010881,0.689988925160198
1730865012767,3.6412,-3.3197,-22.5799,5.0876,-5.7612,6.1665,1.0372,-1.1745,1.2572,0.771794631846209,-1.15003210010881,0.688288925160198
1730865012776,1.9664,-5.6524,-6.3403,5.2133,-5.2205,6.3114,1.0628,-1.0643,1.2867,0.79739463184621,-1.03983210010881,0.717788925160198
1730865012786,2.0336,-9.3385,0.1345,5.069,-5.0451,6.506,1.0334,-1.0285,1.3264,0.76799463184621,-1.00403210010881,0.757488925160198
1730865012797,3.215,-11.0357,2.5122,4.9882,-5.0594,6.5264,1.0169,-1.0314,1.3208,0.751494631846209,-1.00693210010881,0.751888925160198
1730865012807,5.3833,-10.4376,14.5722,5.0714,-5.0983,6.4785,1.0048,-1.0396,1.2614,0.739394631846209,-1.01513210010881,0.692488925160198
1730865012817,6.2431,-9.5852,20.0527,5.1043,-4.881,6.121,1.0406,0.9951,1.2479,0.77519463184621,1.01956789989119,0.678988925160198
1730865012827,7.8282,-7.9254,22.9313,5.1109,-4.8954,5.7785,1.0419,0.998,1.1781,0.77649463184621,1.02246789989119,0.609188925160198
1730865012837,8.202,-10.4002,16.1424,5.0199,-5.0714,5.7294,1.0234,-1.0339,1.168,0.75799463184621,-1.00943210010881,0.599088925160198
1730865012847,6.0038,-11.4694,9.2936,5.0109,-5.4277,5.9875,1.0216,-1.1065,1.2207,0.75619463184621,-1.08203210010881,0.651788925160198
1730865012857,1.757,-11.2974,7.5964,4.8816,-5.351,5.7636,0.9865,-1.0593,1.1345,0.72109463184621,-1.03483210010881,0.565588925160198
1730865012867,-2.6393,-8.8899,8.2394,4.4361,-5.8528,5.8498,0.9044,-1.1932,1.1926,0.63899463184621,-1.16873210010881,0.623688925160198
1730865012877,-7.1179,-5.4804,10.5049,4.514,-5.4971,5.951,0.9202,-1.1207,1.2132,0.65479463184621,-1.09623210010881,0.644288925160198
1730865012887,-11.2226,0.1196,12.7255,4.7678,-5.0516,6.0857,0.972,-1.0299,1.2407,0.70659463184621,-1.00543210010881,0.671788925160198
1730865012897,-11.7984,1.3682,8.1796,5.0313,-4.863,6.0665,1.0257,0.9914,1.2368,0.76029463184621,1.01586789989119,0.667888925160198
1730865012907,-10.7366,2.2654,2.8411,5.3618,-4.9379,5.8881,1.0931,-1.0067,1.2004,0.82769463184621,-0.982232100108814,0.631488925160198
1730865012917,-10.2507,-3.4542,0.5831,5.6815,-4.9235,5.9629,1.2019,0.9383,1.2348,0.93649463184621,0.962767899891186,0.665888925160198
1730865012927,-10.3703,-5.144,5.0543,6.2426,-4.4559,5.8175,1.2727,0.9084,1.186,1.00729463184621,0.932867899891186,0.617088925160198
1730865012937,-9.159,-8.7403,6.9309,6.5174,-4.8337,5.9001,1.3287,0.9854,1.2028,1.06329463184621,1.00986789989119,0.633888925160198
1730865012947,-11.26,-18.5798,9.5553,6.3384,-5.0187,6.1719,1.2922,-1.0231,1.2583,1.02679463184621,-0.998632100108814,0.689388925160198
1730865012966,-18.0639,-38.0793,25.6155,4.7475,-4.411,6.8365,0.9678,0.8992,1.4458,0.70239463184621,0.923667899891186,0.876888925160198
1730865012986,-13.2713,-11.1703,9.5104,3.7577,-4.5708,6.5863,0.7661,0.9318,1.3427,0.50069463184621,0.956267899891186,0.773788925160198
1730865012995,-13.3236,0.4037,0.2542,4.0523,-4.972,6.7329,0.8261,-1.0136,1.3726,0.56069463184621,-0.989132100108814,0.803688925160198
1730865013006,-17.2041,4.5758,-1.3906,4.0966,-4.805,6.6306,0.8352,0.9796,1.3518,0.56979463184621,1.00406789989119,0.782888925160198
1730865013016,-15.9629,10.6095,4.8898,4.5313,-4.9511,6.4659,0.9238,-1.0093,1.3182,0.658394631846209,-0.984832100108814,0.749288925160198
1730865013026,-20.1126,12.546,-1.9439,5.2774,-4.614,6.2557,1.1363,0.9615,1.338,0.87089463184621,0.985967899891186,0.769088925160198
1730865013036,-23.5295,-1.3607,3.5739,5.2265,-4.5804,6.9269,1.0655,0.9338,1.4122,0.800094631846209,0.958267899891186,0.843288925160198
1730865013046,-25.922,-2.9309,11.5292,4.8972,-4.2828,6.6162,0.9984,0.8731,1.3488,0.732994631846209,0.897567899891186,0.779888925160198
1730865013056,-26.909,-1.0542,6.9908,4.4026,-4.4158,6.5372,0.8975,0.9002,1.3327,0.63209463184621,0.924667899891186,0.763788925160198
1730865013066,-26.595,2.0037,-2.2879,4.102,-4.681,7.2682,0.8363,0.9543,1.4818,0.57089463184621,0.978767899891186,0.912888925160198
1730865013076,-26.0192,14.1835,-1.0617,4.5523,-4.5128,7.2,0.9281,0.92,1.4678,0.66269463184621,0.944467899891186,0.898888925160198
1730865013086,-26.9239,23.9706,-1.7495,5.1295,-4.1296,6.8605,1.0643,0.8691,1.3575,0.79889463184621,0.893567899891186,0.788588925160198
1730865013096,-23.0285,22.1687,-1.8841,5.2846,-4.4122,6.433,1.0773,0.8995,1.3115,0.811894631846209,0.923967899891186,0.742588925160198
1730865013106,-20.0527,22.1089,2.714,5.1888,-4.4188,6.7641,1.0578,0.9008,1.379,0.79239463184621,0.925267899891186,0.810088925160198
1730865013116,-17.6228,22.1014,9.1516,5.1959,-4.4613,6.8707,1.0593,0.9095,1.4007,0.793894631846209,0.933967899891186,0.831788925160198
1730865013126,-18.9686,22.6995,7.8132,5.1355,-4.6122,6.7509,1.0469,0.9403,1.3763,0.781494631846209,0.964767899891186,0.807388925160198
1730865013136,-18.4378,19.664,11.1105,3.9691,-4.6134,7.7886,0.8092,0.9405,1.5432,0.54379463184621,0.964967899891186,0.974288925160198
1730865013146,-14.1909,55.5676,41.2944,3.7308,-4.0427,7.5694,0.9787,0.6947,1.3793,0.71329463184621,0.719167899891186,0.810388925160198
1730865013156,-13.8395,61.3771,7.5814,6.0875,-4.0044,6.6473,1.241,0.8164,1.3552,0.97559463184621,0.840867899891186,0.786288925160198
1730865013166,-13.0844,54.1246,-3.3869,6.7773,-4.3768,6.5012,1.3817,0.8923,1.3254,1.11629463184621,0.916767899891186,0.756488925160198
1730865013176,-16.1573,37.7578,0.7177,6.5659,-4.0469,6.2096,1.3386,0.825,1.2659,1.07319463184621,0.849467899891186,0.696988925160198
1730865013186,-15.8358,23.0883,5.8393,5.7863,-4.2918,6.2947,1.1796,0.875,1.2833,0.91419463184621,0.899467899891186,0.714388925160198
1730865013196,-15.8358,16.6059,1.6,5.3798,-4.0062,6.6904,1.1109,0.7122,1.3721,0.84549463184621,0.736667899891186,0.803188925160198
1730865013206,-11.4096,28.6585,-5.2711,5.6025,-3.7799,6.4569,1.1398,0.7706,1.3164,0.874394631846209,0.795067899891186,0.747488925160198
1730865013216,-9.4656,34.3559,-12.3143,5.8953,-4.2314,6.2007,1.2019,0.8626,1.2641,0.93649463184621,0.887067899891186,0.695188925160198
1730865013226,-11.0058,36.569,-14.6545,6.3168,-4.3768,6.0198,1.2878,0.8923,1.2272,1.02239463184621,0.916767899891186,0.658288925160198
1730865013246,-13.0021,22.3706,-10.9609,5.548,-4.787,6.1342,1.1311,0.9759,1.2506,0.86569463184621,1.00036789989119,0.681688925160198
1730865013266,-14.1386,29.4885,-10.5198,5.8689,-4.1697,6.1246,1.1965,0.85,1.2486,0.931094631846209,0.874467899891186,0.679688925160198
1730865013286,-10.9759,22.6622,-17.7275,6.2462,-4.3379,5.9821,1.2734,0.8843,1.2196,1.00799463184621,0.908767899891186,0.650688925160198
1730865013306,-7.9852,10.1609,-15.1928,6.3503,-4.3062,5.8522,1.2946,0.8779,1.179,1.02919463184621,0.902367899891186,0.610088925160198
1730865013316,-7.7459,-4.4935,-12.3666,6.2947,-4.7319,5.7833,1.2453,0.9494,1.1956,0.97989463184621,0.973867899891186,0.626688925160198
1730865013326,-10.1535,-9.3534,-8.4786,5.9408,-4.2799,5.9432,1.2111,0.8725,1.2116,0.94569463184621,0.896967899891186,0.642688925160198
1730865013336,-11.0282,-12.8376,-13.5629,5.8001,-4.4355,6.0013,1.1824,0.9042,1.2235,0.916994631846209,0.928667899891186,0.654588925160198
1730865013355,-9.8992,-12.2021,-6.6842,5.5702,-4.2433,6.318,1.1356,0.8651,1.288,0.870194631846209,0.889567899891186,0.719088925160198
1730865013365,-8.2543,-8.0824,1.0691,5.5726,-3.8901,6.3318,1.1208,0.8103,1.3115,0.85539463184621,0.834767899891186,0.742588925160198
1730865013375,-5.944,-2.4224,-8.4338,5.4762,-4.0715,6.6318,1.1164,0.83,1.352,0.85099463184621,0.854467899891186,0.783088925160198
1730865013385,-5.301,3.357,-7.5141,5.9809,-3.6518,6.4623,1.2193,0.7445,1.3175,0.95389463184621,0.768967899891186,0.748588925160198
1730865013395,-2.9458,4.9795,-10.3329,6.4934,-3.5356,6.2575,1.3238,0.7208,1.2757,1.05839463184621,0.745267899891186,0.706788925160198
1730865013405,1.3533,0.4261,-12.3965,6.5396,-3.9685,6.2773,1.3332,0.809,1.2797,1.06779463184621,0.833467899891186,0.710788925160198
1730865013414,3.0879,-8.4936,-10.8488,6.242,-4.2451,6.2444,1.2725,0.8654,1.273,1.00709463184621,0.889867899891186,0.704088925160198
1730865013424,2.0336,-18.8116,-12.7404,5.9348,-4.1487,6.2198,1.1854,0.8355,1.2724,0.91999463184621,0.859967899891186,0.703488925160198
1730865013435,0.6579,-19.5817,-15.9405,5.8073,-4.0942,6.3072,1.1839,0.8347,1.2858,0.918494631846209,0.859167899891186,0.716888925160198
1730865013445,0.9794,-21.4808,-16.4265,5.6312,-4.2733,6.2324,1.148,0.8712,1.2706,0.882594631846209,0.895667899891186,0.701688925160198
1730865013454,0.3887,-20.8154,-15.3723,5.7546,-4.1098,6.206,1.1732,0.8378,1.2652,0.90779463184621,0.862267899891186,0.696288925160198
1730865013464,0.4261,-20.4864,-11.8357,5.8917,-3.926,6.2504,1.2011,0.8004,1.2742,0.93569463184621,0.824867899891186,0.705288925160198
1730865013475,1.4654,-24.0827,-8.8375,5.6169,-4.1733,6.3593,1.1451,0.8508,1.2841,0.87969463184621,0.875267899891186,0.715188925160198
1730865013485,0.7402,-25.5108,-7.8057,5.3953,-4.1954,6.2989,1.0378,0.9143,1.2449,0.77239463184621,0.938767899891186,0.675988925160198
1730865013495,0.4037,-25.8996,-8.7628,4.6367,-4.9624,6.5581,0.9453,-1.0117,1.337,0.67989463184621,-0.987232100108814,0.768088925160198
1730865013505,-3.0281,-21.5556,-5.0468,4.4451,-4.5487,6.5198,0.9062,0.9273,1.3292,0.64079463184621,0.951767899891186,0.760288925160198
1730865013515,-4.0898,-14.7143,-2.9383,4.5086,-4.5235,6.4749,0.9191,0.9222,1.32,0.65369463184621,0.946667899891186,0.751088925160198
1730865013525,-4.2617,-9.817,-6.1235,4.6158,-4.7229,6.4839,0.941,0.9628,1.3218,0.67559463184621,0.987267899891186,0.752888925160198
1730865013535,-5.2935,-5.9814,-3.1327,4.6409,-4.8846,6.3497,1.0616,0.7926,1.348,0.79619463184621,0.817067899891186,0.779088925160198
1730865013545,-7.9702,-3.372,-3.1477,5.4792,-4.0876,6.697,1.117,0.8333,1.3653,0.85159463184621,0.857767899891186,0.796388925160198
1730865013555,-6.8711,-6.1758,-2.4897,5.3852,-4.2038,6.2132,1.0979,0.857,1.2667,0.83249463184621,0.881467899891186,0.697788925160198
1730865013565,-9.0245,-10.7366,-10.9834,5.1924,-4.3643,6.3324,1.0585,0.8897,1.291,0.79309463184621,0.914167899891186,0.722088925160198
1730865013585,-11.6563,-10.1834,-9.2413,5.0894,-4.4625,6.4408,1.0375,0.9097,1.3131,0.77209463184621,0.934167899891186,0.744188925160198
1730865013605,-15.5068,-4.815,2.2131,4.9954,-4.2828,6.5904,1.0184,0.8731,1.3436,0.75299463184621,0.897567899891186,0.774688925160198
1730865013615,-15.3199,-1.8168,6.4375,5.1133,-4.0811,6.5491,1.0424,0.832,1.3352,0.77699463184621,0.856467899891186,0.766288925160198
1730865013625,-12.2619,-4.5533,3.1626,4.7193,-4.7409,6.5791,0.9621,0.9665,1.3413,0.69669463184621,0.990967899891186,0.772388925160198
1730865013635,-12.6582,-2.871,1.7346,4.6223,-4.8606,6.4473,0.9423,0.9909,1.3144,0.67689463184621,1.01536789989119,0.745488925160198
1730865013644,-14.6919,1.5327,1.6374,4.9091,-4.6158,6.406,1.0008,0.8785,1.325,0.735394631846209,0.902967899891186,0.756088925160198
1730865013654,-13.7722,0.8299,1.1589,5.2031,-4.3715,6.4994,1.0726,0.8594,1.3404,0.80719463184621,0.883867899891186,0.771488925160198
1730865013664,-11.604,0.5009,3.7982,4.981,-4.3894,6.4539,1.0155,0.8948,1.3157,0.75009463184621,0.919267899891186,0.746788925160198
1730865013674,-11.8955,2.2206,1.0841,5.1115,-4.3786,6.4204,1.0421,0.8927,1.3089,0.77669463184621,0.917167899891186,0.739988925160198
1730865013684,-13.0395,7.5291,0.0822,5.6181,-4.1918,6.4557,1.1453,0.8546,1.3161,0.87989463184621,0.879067899891186,0.747188925160198
1730865013694,-13.2563,6.6394,0.3738,5.7863,-4.32,6.494,1.1796,0.8807,1.3239,0.91419463184621,0.905167899891186,0.754988925160198
1730865013704,-14.9311,3.1701,0.1046,5.8492,-4.2212,6.7042,1.1124,0.8603,1.3867,0.84699463184621,0.884767899891186,0.817788925160198
1730865013714,-15.4321,-1.0243,3.1327,5.1187,-4.2481,6.6497,1.0435,0.866,1.3557,0.77809463184621,0.890467899891186,0.786788925160198
1730865013724,-15.6414,5.8094,0.5383,5.481,-4.2481,6.6204,1.1174,0.866,1.3497,0.851994631846209,0.890467899891186,0.780788925160198
1730865013734,-15.7685,9.2114,-6.7739,5.9725,-4.2846,6.7808,1.2176,0.8735,1.3824,0.95219463184621,0.897967899891186,0.813488925160198
1730865013744,-14.8713,6.1683,-4.6655,6.0174,-4.1691,6.6461,1.2268,0.8499,1.3549,0.961394631846209,0.874367899891186,0.785988925160198
1730865013754,-13.6825,2.6393,-1.9738,5.7306,-4.4505,6.3593,1.1683,0.9073,1.2965,0.902894631846209,0.931767899891186,0.727588925160198
1730865013764,-15.4171,0.6953,-6.3403,5.6558,-4.6361,6.6827,1.1644,0.878,1.4029,0.89899463184621,0.902467899891186,0.833988925160198
